"Идентификатор пользователя","Название приюта","Дата/время платежа","Наименование услуги","Сумма платежа"
28792,"Самарский приют для животных ""НадеждА""",2020-01-05 23:47:23,Успокаивающий ошейник с феромонами ,347
28792,"Самарский приют для животных ""НадеждА""",2020-01-05 23:56:49,"1 КотоНеделя",870
28792,Люськин дом,2020-01-05 23:56:49,КотоНеделя,837
28962,Лаюшки и Мяушки,2020-01-06 01:58:44,ПёсоДень,155
27314,Мокрый нос,2020-01-06 09:53:56,"1 ПёсоДень",145
27314,Мокрый нос,2020-01-06 09:59:38,"1 ПёсоДень",145
22912,"Кошачий приют ""ДОМИК""",2020-01-06 15:13:00, Новогодний КотоНабор,100
27249,Люськин дом,2020-01-06 15:36:32,"1 КотоДень",97
27249,"Самарский приют для животных ""НадеждА""",2020-01-06 15:39:06,Корм с курицей и рисом ,42
28967,Центральный приют Спб для бездомных кошек!,2020-01-06 17:01:55,"1 КотоДень",98
28967,Шереметьевский приют,2020-01-06 17:01:55,Новогодний ПёсоНабор,50
28966,"Самарский приют для животных ""НадеждА""",2020-01-06 17:25:14,Корм с курицей и рисом ,42
27744,Лёхин дом,2020-01-06 17:42:13,"1 КотоДень",116
23533,Мокрый нос,2020-01-06 19:41:45,"1 ПёсоДень",145
23533,Центральный приют Спб для бездомных кошек!,2020-01-06 19:41:45,"1 КотоДень",98
23533,Шереметьевский приют,2020-01-06 19:41:45,Порция вкуснейшего корма,140
23533,Шереметьевский приют,2020-01-06 19:41:45,Новогодний ПёсоНабор,150
23533,"4 лапы",2020-01-06 19:41:45,ПёсоДень,155
23533,Лаюшки и Мяушки,2020-01-06 19:41:45,ПёсоДень,155
27742,"Кошачий приют ""ДОМИК""",2020-01-06 20:50:56, Новогодний КотоНабор,150
27742,Котофей,2020-01-06 20:50:56, Новогодний КотоНабор,150
27742,Люськин дом,2020-01-06 20:54:56,Дневная порция вкуснейшего корма,51
28968,Центральный приют Спб для бездомных кошек!,2020-01-06 21:33:57,"1 КотоДень",98
28968,Добрые сердца,2020-01-06 21:33:57,КотоДень,99
28970,Центральный приют Спб для бездомных кошек!,2020-01-06 21:41:35,"1 КотоДень",98
28969,Шереметьевский приют,2020-01-06 22:46:51,Новогодний ПёсоНабор,200
27665,Шереметьевский приют,2020-01-07 01:54:06,Порция вкуснейшего корма,2.19
23575,Люськин дом,2020-01-07 12:42:32,Дневная порция вкуснейшего корма,51
23575,Кот и Пёс,2020-01-07 12:42:32,КотоДень,94
23575,Котофей,2020-01-07 12:42:32,"1 КотоДень",87
25218,Мокрый нос,2020-01-07 13:23:32,"1 ПёсоДень",145
25218,"Приют для кошек ""ЯрКот""",2020-01-07 13:23:32,"1 КотоДень",88
25218,Шереметьевский приют,2020-01-07 13:23:32,ПёсоДень,295
25218,Шереметьевский приют,2020-01-07 13:23:32,ПёсоДень,295
25218,Лёхин дом,2020-01-07 13:23:32,"1 КотоДень",116
25218,Лёхин дом,2020-01-07 13:23:32,Новогодний КотоНабор,200
25218,Лёхин дом,2020-01-07 13:23:32,"1 КотоДень",116
25218,Убежище,2020-01-07 13:23:32,"1 КотоДень",118
25218,Лаюшки и Мяушки,2020-01-07 13:23:32,ПёсоДень,155
25218,Лаюшки и Мяушки,2020-01-07 13:23:32,Новогодний ПёсоНабор,200
25218,Лаюшки и Мяушки,2020-01-07 13:23:32,ПёсоДень,155
28972,Центральный приют Спб для бездомных кошек!,2020-01-07 13:40:30,"1 КотоДень",98
28412,Котофей,2020-01-07 13:40:47,"1 КотоДень",87
28972,Котофей,2020-01-07 14:15:36,"1 КотоДень",87
2223,"Самарский приют для животных ""НадеждА""",2020-01-07 18:40:47,"1 КотоДень",105
2223,"Самарский приют для животных ""НадеждА""",2020-01-07 18:40:47,Избавить от кошачьего герпеса,250
2223,Матроскин,2020-01-07 18:40:47,Избавить питомца от паразитов,226
2223,Шереметьевский приют,2020-01-07 18:40:47,Новогодний ПёсоНабор,250
28727,Люськин дом,2020-01-07 19:01:29, Новогодний КотоНабор,45
28953,"Самарский приют для животных ""НадеждА""",2020-01-08 04:55:55,Тест на коронавирус,100
28953,"Самарский приют для животных ""НадеждА""",2020-01-08 04:55:55,Тест на коронавирус,100
28727,"Самарский приют для животных ""НадеждА""",2020-01-08 12:05:00,Тест на коронавирус,45
27391,Убежище,2020-01-08 14:01:07,"1 КотоДень",118
27391,Котофей,2020-01-08 14:05:09,"1 КотоДень",87
27391,Котофей,2020-01-08 14:05:09,Наполнитель для туалета,20
1692,Лёхин дом,2020-01-08 14:53:54,Вакцина против вируса,200
28974,Шереметьевский приют,2020-01-08 14:57:09,Новогодний ПёсоНабор,397
28727,Шереметьевский приют,2020-01-08 15:33:40,Новогодний ПёсоНабор,45
28746,Шереметьевский приют,2020-01-08 16:01:25,Порция вкуснейшего корма,140
655,"Самарский приют для животных ""НадеждА""",2020-01-08 17:55:58,"1 КотоДень",105
655,Матроскин,2020-01-08 17:55:58,КотоДень,98
655,Матроскин,2020-01-08 17:55:58,Рекламировать питомца (пакет Standart),155
655,Мокрый нос,2020-01-08 17:55:58,"1 ПёсоДень",145
655,"Кошачий приют ""ДОМИК""",2020-01-08 17:55:58,КотоДень,76
655,"Кошачий приют ""ДОМИК""",2020-01-08 17:55:58,Рекламировать питомца (пакет Mini),78
655,Центральный приют Спб для бездомных кошек!,2020-01-08 17:55:58,Рекламировать питомца (пакет Mini),78
655,Центральный приют Спб для бездомных кошек!,2020-01-08 17:55:58,"1 КотоДень",98
655,Центральный приют Спб для бездомных кошек!,2020-01-08 17:55:58,"1 КотоДень",98
655,Добрые сердца,2020-01-08 17:55:58,КотоДень,99
655,Добрые сердца,2020-01-08 17:55:58,Рекламировать питомца (пакет Mini),78
655,Добрые сердца,2020-01-08 17:55:58, Новогодний КотоНабор,150
28975,Лаюшки и Мяушки,2020-01-08 18:15:08,ПёсоДень,155
28843,"Самарский приют для животных ""НадеждА""",2020-01-08 18:20:19,Избавить питомца от блох,547
28843,Лаюшки и Мяушки,2020-01-08 18:20:19,ПёсоДень,155
27069,"Самарский приют для животных ""НадеждА""",2020-01-08 19:01:24,Избавить от кошачьего герпеса,500
6259,"Самарский приют для животных ""НадеждА""",2020-01-08 20:08:36,Тест на коронавирус,100
6259,Люськин дом,2020-01-08 20:08:36,"1 КотоДень",97
6259,Люськин дом,2020-01-08 20:08:36,Рекламировать питомца (пакет Mini),78
6259,Люськин дом,2020-01-08 20:08:36,"1 КотоДень",97
6259,Люськин дом,2020-01-08 20:08:36, Новогодний КотоНабор,100
28724,"Самарский приют для животных ""НадеждА""",2020-01-08 21:02:29,Тест на коронавирус,208
25809,"Приют для кошек ""Потеряшка""",2020-01-08 21:47:29,"1 КотоДень",104
25809,Лёхин дом,2020-01-08 21:47:29,"1 КотоДень",116
25809,Котофей,2020-01-08 21:47:29,"1 КотоДень",87
22040,"Самарский приют для животных ""НадеждА""",2020-01-08 23:48:03,"1 КотоДень",105
22040,"Самарский приют для животных ""НадеждА""",2020-01-08 23:52:19,"1 КотоДень",105
22040,"Самарский приют для животных ""НадеждА""",2020-01-08 23:52:19,"1 КотоДень",105
22040,"Самарский приют для животных ""НадеждА""",2020-01-08 23:52:19,"1 КотоДень",105
22040,Лёхин дом,2020-01-08 23:52:19,"1 КотоДень",116
22071,"Самарский приют для животных ""НадеждА""",2020-01-09 00:00:32,Избавить питомца от блох,100
22071,"Самарский приют для животных ""НадеждА""",2020-01-09 00:00:32,Тест на коронавирус,100
22071,Убежище,2020-01-09 00:00:32,"1 КотоДень",118
24806,"Самарский приют для животных ""НадеждА""",2020-01-09 00:47:02,Тест на коронавирус,200
24806,"Самарский приют для животных ""НадеждА""",2020-01-09 00:47:02,Тест на коронавирус,394
28746,Шереметьевский приют,2020-01-09 09:41:49,Порция вкуснейшего корма,140
28965,Центральный приют Спб для бездомных кошек!,2020-01-09 10:00:22,"1 КотоДень",98
24775,Добрые сердца,2020-01-09 10:04:44,КотоНеделя,958
24775,Добрые сердца,2020-01-09 10:08:40,Порция вкуснейшего корма,36
